index,date,boxcell,momsp,mompid,dadsp,dadpid,fullcross,progenyid,flowers,anthers,line,viable,inviable,tot,notes
607,2020-04-14,7,obovata,868-10 Pot #1,trinervis,5448 1/12,obov 868-10 Pot #1 x trin 5448 1/12,1,6,20,716,79,121,200,
608,2020-04-14,8,obovata,868-10 Pot #1,trinervis,5448 1/12,obov 868-10 Pot #1 x trin 5448 1/12,4,5,18,717,70,130,200,
609,2020-04-14,9,obovata,868-10 Pot #1,trinervis,5448 1/12,obov 868-10 Pot #1 x trin 5448 1/12,2,5,20,718,28,172,200,
610,2020-02-09,11,obovata ,897 10 pot 1,attenuata,1394-7,obov 897-10 pot 1 x atten,2,3,20,275,59,141,200,
611,2020-02-18,1,obovata ,897-10 pot 1,attenuata,1394-7,obov 897-10 Pot 1 x atten,5,4,20,335,100,100,200,
612,2020-03-03,7,obovata,897-10 Pot 1,attenuata,1394-7,obov 897-10 Pot 1 x atten,16,5,20,436,149,51,200,
613,2020-03-12,2,obovata,897-10 pot 1,attenuata,1394-7,obov 897-10 pot 1 x atten,4,6,20,494,185,15,200,
614,2020-03-01,7,obovata ,897-10 pot 1,attenuata,1394-7,obov 897-10 Pot 1 x atten ,12,5,20,421,156,43,199,
615,2019-12-04,4,obovata ,897-10 pot 1,viscosa ,#7 4/12,obov 897-10 pot 1 x visc #7 4/12,2,4,20,87,28,172,200,
616,2019-12-17,1,obovata ,897-10 pot 1,viscosa ,#7 4/12,obov 897-10 pot 1 x visc #7 4/12 ,10,2,20,113,130,70,200,
617,2019-12-17,2,obovata ,897-10 pot 1,viscosa ,#7 4/12,obov 897-10 pot 1 x visc #7 4/12 ,11,4,20,114,86,114,200,
618,2019-12-17,3,obovata ,897-10 pot 1,viscosa ,#7 4/12,obov 897-10 pot 1 x visc #7 4/12 ,3,2,20,115,131,69,200,
619,2019-12-19,4,obovata ,897-10 pot 1,viscosa ,#7 4/12,obov 897-10 pot 1 x visc #7 4/12 ,7,4,20,130,63,137,200,F1 gen 1 whorl? not sure what comment says
620,2020-04-19,3,obovata,897-10,trinervis,908-46,obov 897-10 x trin 908-46,8,5,20,745,150,50,200,
621,2020-04-19,4,obovata,897-10,trinervis,908-46,obov 897-10 x trin 908-46,7,6,20,746,105,95,200,
622,2020-05-15,4,obovata,897-10,trinervis,908-46,obov 897-10 x trin 908-46,9,6,20,819,143,57,200,
623,2020-05-15,5,obovata,897-10,trinervis,908-46,obov 897-10 x trin 908-46,1,5,20,820,162,38,200,
624,2020-05-15,6,obovata,897-10,trinervis,908-46,obov 897-10 x trin 908-46,6,6,20,821,111,89,200,
625,2020-04-17,7,obovata,897-8 #1,trinervis,908-16,obov 897-8 #1 x trin 908-16,4,5,21,736,80,120,200,
626,2020-04-19,5,obovata,897-8 #1,trinervis,908-16,obov 897-8 #1 x trin 908-16,1,6,20,747,99,101,200,
627,2020-05-15,7,obovata,897-8 #1,trinervis,908-16,obov 897-8 #1 x trin 908-16,8,6,20,822,27,173,200,
628,2020-05-15,8,obovata,897-8 #1,trinervis,908-16,obov 897-8 #1 x trin 908-16,6,7,20,823,74,126,200,
629,2020-05-15,9,obovata,897-8 #1,trinervis,908-16,obov 897-8 #1 x trin 908-16,3,9,20,824,36,164,200,
630,2020-04-27,3,obovata,897-8 Pot #1,membranacea,864 #2,obov 897-8 Pot #1 x memb 864 #2,1,4,20,767,10,190,200,
631,2020-06-24,3,obovata,897-8 Pot #1,membranacea,864 #2,obov 897-8 Pot #1 x memb 864 #2,9,8,20,888,13,187,200,
632,2020-06-24,4,obovata,897-8 Pot #1,membranacea,864 #2,obov 897-8 Pot #1 x memb 864 #2,3,7,20,889,3,197,200,
633,2020-07-08,1,obovata,897-8 Pot #1,membranacea,864 #2,obov 897-8 Pot #1 x memb 864 #2,2,5,20,929,6,195,201,
634,2020-07-16,5,obovata,897-8 Pot #1,membranacea,864 #2,obov 897-8 Pot #1 x memb 864 #2,7,6,20,940,0,200,200,
635,2020-07-25,1,obovata,897-8 Pot #1,membranacea,864 #2,obov 897-8 Pot #1 x memb 864 #2,5,6,20,948,0,200,200,
636,2020-05-04,4,obovata,897-8 Pot 1,trinervis,5448,obov 897-8 Pot 1 x 5448,1,7,20,788,162,38,200,
637,2020-05-04,5,obovata,897-8 Pot 1,trinervis,5448,obov 897-8 Pot 1 x 5448,8,8,20,789,176,24,200,
638,2020-05-04,6,obovata,897-8 Pot 1,trinervis,5448,obov 897-8 Pot 1 x 5448,2,11,20,790,39,161,200,
639,2020-05-04,7,obovata,897-8 Pot 1,trinervis,5448,obov 897-8 Pot 1 x 5448,6,8,20,791,81,119,200,
640,2020-05-04,8,obovata,897-8 Pot 1,trinervis,5448,obov 897-8 Pot 1 x 5448,10,8,20,792,4,196,200,
641,2020-02-04,12,obovata ,897-8 Pot 1,attenuata,1394-7,obov 897-8 Pot 1 x atten,10,3,20,237,45,155,200,
642,2020-02-06,5,obovata ,897-8 Pot 1,attenuata,1394-7,obov 897-8 Pot 1 x atten,2,3,20,252,119,81,200,
643,2020-02-16,4,obovata ,897-8 pot 1,attenuata,1394-7,obov 897-8 Pot 1 x atten,12,4,20,326,74,126,200,
644,2020-03-15,1,obovata,897-8 Pot 1,attenuata,1394-7,obov 897-8 Pot 1 x atten,8,6,20,527,125,75,200,
645,2020-03-19,9,obovata,897-8 pot 1,attenuata,1394-7,obov 897-8 Pot 1 x atten,19,6,20,568,43,147,190,
646,2020-03-01,11,obovata ,897-8 ,verticillata,NTBG-25,obov 897-8 x vert NTBG-25,12,6,20,425,48,152,200,
647,2020-03-13,2,obovata,897-8,verticillata,NTBG-25,obov 897-8 x vert NTBG-25,7,5,20,509,60,140,200,
648,2020-03-13,3,obovata,897-8,verticillata,NTBG-25,obov 897-8 x vert NTBG-25,3,5,20,510,65,135,200,
649,2020-03-14,12,obovata,897-8,verticillata,880 NTBG-25,obov 897-8 x vert NTBG-25,10,5,20,519,97,103,200,
650,2020-03-15,10,obovata,897-8,verticillata,NTBG-25,obov 897-8 x vert NTBG-25,4,5,20,536,71,129,200,
651,2020-03-15,11,obovata,897-8,verticillata,NTBG-25,obov 897-8 x vert NTBG-25,5,5,20,537,56,144,200,
652,2020-01-31,11,obovata ,897-8,viscosa ,5031 #7,obov 897-8 x visc 5031 #7,9,4,20,201,163,37,200,
653,2020-04-05,3,obovata,897-8,viscosa,5031 #7,obov 897-8 x visc 5031 #7,6,5,20,669,92,108,200,
654,2020-01-29,1,obovata ,897-8 Pot 1,viscosa ,5031 A-1,obov 897-8 x visc 5031 A-1,1,5,20,183,100,100,200,
655,2020-02-01,13,obovata,897-8 pot 1,viscosa,5031 A-1,obov 897-8 x visc 5031 A-1,9,4,20,212.5,68,132,200,
656,2020-01-05,4,obovata ,897-8 pot 1,viscosa ,5031 A-1,obov 897-8 x visc 5031 A-1 ,10,4,20,144,129,71,200,F1
657,2020-01-20,2,obovata ,897-8 Pot 1,viscosa ,5031 A-1,obov 897-8 x visc 5031 A-1 ,4,4,20,163,120,80,200,
658,2020-01-20,3,obovata ,897-8 Pot 1,viscosa ,5031 A-1,obov 897-8 x visc 5031 A-1 ,3,4,15,164,89,111,200,JP anthers was ~15
659,2020-01-26,4,obovata ,897-8 pot 1,viscosa ,5031 A-1,obov 897-8 x visc 5031 A-1 ,5,4,20,174,139,61,200,
660,2020-02-25,8,obovata,897-8,viscosa ,5031 C1#1,obov 897-8 x visc 5031 C1 #1,3,5,,383,124,76,200,JP no anthers
661,2020-02-25,9,obovata,897-8,viscosa ,5031 C1#1,obov 897-8 x visc 5031 C1 #1,4,5,,384,151,49,200,JP no anthers
662,2020-02-25,10,obovata,897-8,viscosa ,5031 C1#1,obov 897-8 x visc 5031 C1 #1,2,4,,385,105,95,200,JP no anthers
663,2020-02-25,11,obovata,897-8,viscosa ,5031 C1#1,obov 897-8 x visc 5031 C1 #1,6,4,,386,143,57,200,JP no anthers
664,2020-02-25,12,obovata,897-8,viscosa ,5031 C1#1,obov 897-8 x visc 5031 C1 #1,8,4,,387,147,53,200,JP no anthers
665,2020-01-23,3,perlmanii,12917,kaalae ,892-3,perl x kaal 892-3,9,5,20,169,164,36,200,
666,2020-02-07,2,perlmanii,12917,kaalae ,892-3,perl x kaal 892-3,2,3,20,254,182,18,200,
667,2020-03-16,1,perlmanii,12917,kaalae,892-3,perl x kaal 892-3,6,7,20,538,162,38,200,
668,2020-03-17,2,perlmanii,12917,kaalae,892-3,perl x kaal 892-3,8,3,20,547,144,56,200,
669,2020-03-18,9,perlmanii,12917,kaalae,892-3,perl x kaal 892-3,1,4,20,559,91,109,200,
670,2020-04-15,2,perlmanii,12917,kauaiensis,12074-1a,perl x kaua 12074-1a,5,3,20,723,160,40,200,
671,2020-04-30,2,perlmanii,12917,kauaiensis,12074-1a,perl x kaua 12074-1a,3,5,20,772,158,42,200,
672,2020-05-12,4,perlmanii,12917,kauaiensis,12074-1a,perl x kaua 12074-1a,6,3,20,808,169,31,200,
673,2020-05-27,2,perlmanii,12917,kauaiensis,12074-1a,perl x kaua 12074-1a,1,5,20,857,177,23,200,
674,2020-06-15,1,perlmanii,12917,kauaiensis,12074-1a,perl x kaua 12074-1a,12,5,20,872,173,27,200,
675,2020-05-15,12,perlmanii,12917,kauaiensis,24525-1 x 6a #6,perl x kaua 24525-1 x 6a #6,6,4,20,827,142,58,200,
676,2020-05-25,2,perlmanii,12917,nuttallii ,903 12A,perl x nutt 903 12A,8,6,20,847,119,81,200,
677,2020-05-25,3,perlmanii,12917,nuttallii ,903 12A,perl x nutt 903 12A,9,6,20,848,128,72,200,
678,2020-06-09,3,perlmanii,12917,nuttallii ,903 12A,perl x nutt 903 12A,7,7,20,868,154,46,200,
679,2020-06-19,2,perlmanii,12917,nuttallii ,903 12A,perl x nutt 903 12A,4,3,20,876,193,7,200,
680,2020-07-02,1,perlmanii,12917,nuttallii ,903 12A,perl x nutt 903 12A,10,8,20,898,151,49,200,
681,2020-02-12,9,salicaria,842 143-3,menziesii,950 406-2,sal 842 143-3 x menz 950 406-2,17,3,20,309,192,8,200,
682,2020-02-12,12,salicaria,842 212-3,menziesii,950 406-2,sal 842 143-3 x menz 950 406-2,16,5,20,312,200,0,200,
683,2020-02-12,13,salicaria,842 212-3,menziesii,950 406-2,sal 842 143-3 x menz 950 406-2,20,4,20,313,198,2,200,
684,2020-02-20,9,salicaria,842 143-3,menziesii,950 406-2,sal 842 143-3 x menz 950 406-2,3,3,20,352,193,7,200,
685,2020-03-05,12,salicaria,842 143-3,menziesii,950 406-2,sal 842 143-3 x menz 950 406-2,11,4,20,456,177,23,200,
686,2020-02-26,2,salicaria,842 167-54,menziesii,849 4-17,sal 842 167-54 x menz 849 4-17,15,4,20,390,181,19,200,
687,2020-03-20,3,salicaria,842 167-54,menziesii,849 4-17,sal 842 167-54 x menz 849 4-17,3,7,20,571,149,51,200,
688,2020-03-20,4,salicaria,842 167-54,menziesii,849 4-17,sal 842 167-54 x menz 849 4-17,12,3,20,572,140,60,200,
689,2020-03-23,3,salicaria,842 167-54,menziesii,849 4-17,sal 842 167-54 x menz 849 4-17,11,4,20,578,194,6,200,
690,2020-03-23,4,salicaria,842 167-54,menziesii,849 4-17,sal 842 167-54 x menz 849 4-17,4,3,20,579,177,23,200,
691,2020-02-01,4,salicaria,842 195-1,menziesii,849 429-1,sal 842 195-1 x menz 849 429-1 ,19,4,20,205,197,3,200,
692,2020-02-01,6,salicaria,842 195-1,menziesii,849 429-1,sal 842 195-1 x menz 849 429-1 ,16,4,20,207,199,1,200,
693,2020-02-12,3,salicaria,842 195-1,menziesii,950 429-1,sal 842 195-1 x menz 950 429-1,7,7,20,303,187,13,200,
694,2020-01-30,5,salicaria,842 195-1,menziesii,950 429-1,sal 842 195-1 x menz 950 429-1 ,17,4,20,189,197,3,200,
695,2020-01-31,2,salicaria,842 195-1,menziesii,950 429-1,sal 842 195-1 x menz 950 429-1 ,20,5,20,192,196,4,200,
696,2020-03-19,7,salicaria,842 201-45,globosa,906 42-4,sal 842 201-45 x glob 906 42-4,3,2,20,566,192,8,200,
697,2020-03-29,5,salicaria,842 201-45,globosa,906 42-4,sal 842 201-45 x glob 906 42-4,4,4,20,642,197,3,200,
698,2020-06-28,2,salicaria ,842 201-45,globosa,906 42-4,sal 842 201-45 x glob 906 42-4,15,6,20,894,195,5,200,
699,2020-06-28,3,salicaria ,842 201-45,globosa,906 42-4,sal 842 201-45 x glob 906 42-4,13,5,20,895,189,11,200,
700,2020-02-09,1,salicaria,842 201-45,globosa ,906 42-4,sal 842 201-45 x glob 906 42-4 ,18,3,20,265,188,12,200,
701,2020-03-14,15,salicaria,842 201-45,menziesii,849 61A,sal 842 201-45 x menz 849 61A,18,5,20,522,188,12,200,
702,2020-03-14,16,salicaria,842 201-45,menziesii,849 61A,sal 842 201-45 x menz 849 61A,19,5,20,523,161,39,200,
703,2020-03-15,9,salicaria,842 201-45,menziesii,849 61A,sal 842 201-45 x menz 849 61A,19,6,20,535,173,27,200,
704,2020-03-16,3,salicaria,842 201-45,menziesii,849 61A,sal 842 201-45 x menz 849 61A,20,7,20,540,145,55,200,
705,2020-03-18,5,salicaria,842 201-45F,menziesii,849-61A,sal 842 201-45 x menz 849 61A,17,4,20,555,187,13,200,
706,2020-03-18,6,salicaria,842 201-45F,menziesii,849-61A,sal 842 201-45 x menz 849 61A,6,6,20,556,144,56,200,
707,2020-03-16,6,salicaria,842 201-45,menziesii,849-89E,sal 842 201-45 x menz 849 89E,13,4,20,543,192,8,200,
708,2020-03-16,7,salicaria,842 201-45,menziesii,849-89E,sal 842 201-45 x menz 849 89E,6,4,20,544,171,29,200,
709,2020-03-19,2,salicaria,842 201-45,menziesii,849-89E,sal 842 201-45 x menz 849 89E,12,3,20,561,198,2,200,
710,2020-04-01,2,salicaria,842 201-45,menziesii,852 89E,sal 842 201-45 x menz 849 89E,16,3,20,648,191,9,200,
711,2020-04-03,2,salicaria,842 201-45,menziesii,849-89E,sal 842 201-45 x menz 849 89E,20,2,18,663,157,43,200,
712,2020-04-11,5,salicaria,842 201-45,menziesii,849 89E,sal 842 201-45 x menz 849 89E,10,2,20,702,187,13,200,
713,2020-02-12,10,salicaria,842 212-3,menziesii,950 406-2,sal 842 212-3 x menz 950 406-2,13,6,20,310,197,3,200,
714,2020-02-12,11,salicaria,842 212-3,menziesii,950 406-2,sal 842 212-3 x menz 950 406-2,20,4,20,311,198,2,200,
715,2020-02-20,8,salicaria,842 212-3 ,menziesii,950 406-2,sal 842 212-3 x menz 950 406-2,7,4,20,351,192,8,200,
716,2020-02-25,6,salicaria,842 212-3,menziesii,950 406-2,sal 842 212-3 x menz 950 406-2,10,4,20,381,183,17,200,
717,2020-02-22,4,salicaria,842 212-3,menziesii,950 406-2,sal 842 212-3 x menz 950 406-2 ,10,5,20,360,163,37,200,
718,2020-03-01,12,salicaria,842 212-3,menziesii,950 501H,sal 842 212-3 x menz 950 501H,16,4,20,426,159,41,200,
719,2020-03-09,8,salicaria,842 212-3,menziesii,950 501H,sal 842 212-3 x menz 950 501H,6,3,20,480,173,27,200,
720,2020-03-09,9,salicaria,842 212-3,menziesii,950 501H,sal 842 212-3 x menz 950 501H,8,5,20,481,195,5,200,
721,2020-03-13,4,salicaria,842 212-3,menziesii,950 501H,sal 842 212-3 x menz 950 501H,4,4,20,511,195,5,200,
722,2020-03-13,5,salicaria,842 212-3,menziesii,950 501H,sal 842 212-3 x menz 950 501H,3,3,20,512,177,23,200,
723,2020-02-11,2,salicaria,842 215-2,menziesii,849 77-2,sal 842 215-2 x menz 849 77-2,15,3,20,287,198,2,200,
724,2020-02-12,1,salicaria,842 215-2,menziesii,849 77-2,sal 842 215-2 x menz 849 77-2,16,3,20,301,187,13,200,
725,2020-02-25,1,salicaria,842 215-2,menziesii,849 77-2,sal 842 215-2 x menz 849 77-2,2,4,20,376,198,2,200,
726,2020-03-01,3,salicaria ,842 215-2,menziesii,849 77-2,sal 842 215-2 x menz 849 77-2,7,5,20,417,195,5,200,
727,2020-02-28,1,salicaria,842 215-2,menziesii,849 77-2,sal 842 215-2 x menz 849 77-2 ,14,3,20,402,99,101,200,
728,2020-02-06,3,salicaria,842 37-15,globosa ,906 21-1,sal 842 37-15 x glob 906 21-1,5,4,20,250,200,0,200,
729,2020-02-07,5,salicaria,842 37-15,globosa ,906 21-1,sal 842 37-15 x glob 906 21-1,11,3,20,257,189,11,200,
730,2020-02-07,6,salicaria,842 37-15,globosa ,906 21-1,sal 842 37-15 x glob 906 21-1,16,3,20,258,194,6,200,
731,2020-02-11,15,salicaria,842 37-15,globosa ,906 21-1,sal 842 37-15 x glob 906 21-1,8,7,20,300,200,0,200,
732,2020-02-18,6,salicaria,842 37-15,globosa ,906 21-1 ,sal 842 37-15 x glob 906 21-1,19,7,20,340,179,21,200,
733,2020-02-11,6,salicaria,842 34-15,globosa ,906 21-1,sal 842 37-15 x glob 906 21-1 ,7,4,20,291,129,71,200,
734,2020-02-20,1,salicaria,842 37-15 ,globosa ,906 24-2,sal 842 37-15 x glob 906 24-2,8,4,20,344,144,56,200,
735,2020-02-25,4,salicaria,842 35-15,globosa,906 24-2,sal 842 37-15 x glob 906 24-2,7,5,20,379,154,46,200,
736,2020-03-01,8,salicaria ,842 37-15,globosa ,906 24-2,sal 842 37-15 x glob 906 24-2,18,7,20,422,191,9,200,
737,2020-03-03,8,salicaria,842 37-15,globosa,906 24-2,Sal 842 37-15 x glob 906 24-2,5,3,20,437,193,7,200,
738,2020-03-09,3,salicaria,842 37-15,globosa,906 24-2,sal 842 37-15 x glob 906 24-2,1,4,20,475,105,95,200,thrips?
739,2020-03-09,14,salicaria,842 37-15,membranacea,864 202-28,sal 842 37-15 x memb 864 202-28,8,3,20,486,43,157,200,
740,2020-03-09,15,salicaria,842 37-15,membranacea,864 202-28,sal 842 37-15 x memb 864 202-28,7,3,20,487,16,184,200,
741,2020-03-12,10,salicaria,842 37-15,membranacea,864 202-28,sal 842 37-15 x memb 864 202-28,9,6,20,502,22,178,200,
742,2020-03-17,5,salicaria,842 37-15,membranacea,864 202-28,sal 842 37-15 x memb 864 202-28,10,3,20,550,64,136,200,
743,2020-03-24,9,salicaria,842 37-15,membranacea,864 202-28,sal 842 37-15 x memb 864 202-28,6,7,20,595,24,176,200,
744,2020-02-01,7,salicaria,842 37-15,menziesii,849 57-39,sal 842 37-15 x menz 849 57-39,20,5,20,208,193,7,200,
745,2020-02-04,4,salicaria,842 37-15,menziesii,849 57-39,sal 842 37-15 x menz 849 57-39,6,3,20,229,179,21,200,
746,2020-02-04,6,salicaria,842 37-15,menziesii,849 57-39,sal 842 37-15 x menz 849 57-39,4,3,20,231,144,56,200,
747,2020-02-05,3,salicaria,842 37-15,menziesii,849 57-39,sal 842 37-15 x menz 849 57-39,18,5,20,240,146,141,287,
748,2020-02-06,2,salicaria,842 37-15,menziesii,849 57-39,sal 842 37-15 x menz 849 57-39,3,4,20,249,196,4,200,
749,2020-01-31,9,salicaria,842 37-15,menziesii,849 93C,sal 842 37-15 x menz 849 93C,14,4,20,199,194,6,200,
750,2020-01-31,10,salicaria,842 37-15,menziesii,849 93C,sal 842 37-15 x menz 849 93C,3,3,20,200,197,3,200,
751,2020-02-01,8,salicaria,842 37-15,menziesii,849 93C,sal 842 37-15 x menz 849 93C,5,3,20,209,190,10,200,
752,2020-02-04,8,salicaria,842 37-15,menziesii,849 93C,sal 842 37-15 x menz 849 93C,2,3,20,233,195,5,200,
753,2020-02-05,6,salicaria,842 37-15,menziesii,849 93C,sal 842 37-15 x menz 849 93C ,8,4,20,243,185,15,200,
754,2020-03-27,4,salicaria,842 37-15,perlmanii,12917,sal 842 37-15 x perl,7,4,20,621,66,134,200,
755,2020-03-28,7,salicaria,842 37-15,perlmanii,12917,sal 842 37-15 x perl,4,3,20,632,73,127,200,
756,2020-03-28,8,salicaria,842 37-15,perlmanii,12917,sal 842 37-15 x perl,15,5,20,633,126,74,200,
757,2020-03-28,9,salicaria,842 37-15,perlmanii,12917,sal 842 37-15 x perl,5,3,20,634,90,110,200,
758,2020-03-28,10,salicaria,842 37-15,perlmanii,12917,sal 842 37-15 x perl,20,6,20,635,108,92,200,
759,2020-02-28,9,salicaria,842 37-15,verticillata,NTBG-25,sal 842 37-15 x vert NTBG-25,10,3,20,410,107,93,200,
760,2020-03-03,15,salicaria,842 37-15,verticillata,NTBG-25,sal 842 37-15 x vert NTBG-25,8,4,20,444,78,122,200,
761,2020-03-06,13,salicaria,842 37-15,verticillata,NTBG-25,sal 842 37-15 x vert NTBG-25,3,7,20,472,100,100,200,
762,2020-02-26,10,salicaria,842 37-15,verticillata,NTBG-25,sal 842 37-15 x vert NTBG-25 ,16,3,20,398,69,131,200,
763,2020-02-26,11,salicaria,842 37-15,verticillata,NTBG-25,sal 842 37-15 x vert NTBG-25 ,12,4,20,399,17,183,200,
764,2020-03-18,7,salicaria,842 43a-41,menziesii,849 57C,sal 842 43a-41 x menz 849 57C,1,5,20,557,187,13,200,
765,2020-03-18,8,salicaria,842 43a-41,menziesii,849 57C,sal 842 43a-41 x menz 849 57C,2,5,20,558,193,7,200,
766,2020-03-27,2,salicaria,842 43a-41,menziesii,849 57C,sal 842 43a-41 x menz 849 57C,3,2,20,619,159,41,200,
767,2020-03-27,3,salicaria,842 43a-41,menziesii,849 57C,sal 842 43a-41 x menz 849 57C,12,2,20,620,137,63,200,
768,2020-02-28,13,salicaria ,842 43a-41,menziesii,849-57C,sal 842 43a-41 x menz 849-57C,6,3,20,414,197,3,200,
769,2020-04-02,6,salicaria,842 69-1,kauaiensis,24525-11 x3 #1,sal 842 69-1 x kaua 24525-11 x3 #1,19,5,20,660,111,89,200,
770,2020-04-06,2,salicaria,842 69-1,kauaiensis,24525-11 x3 #1,sal 842 69-1 x kaua 24525-11 x3 #1,20,4,20,677,101,99,200,
771,2020-04-11,2,salicaria,842 69-1,kauaiensis,24525-11 x3 #1,sal 842 69-1 x kaua 24525-11 x3 #1,1,5,20,699,100,100,200,
772,2020-04-11,3,salicaria,842 69-1,kauaiensis,24525-11 x3 #1,sal 842 69-1 x kaua 24525-11 x3 #1,4,4,20,700,73,127,200,
773,2020-04-11,4,salicaria,842 69-1,kauaiensis,24525-11 x3 #1,sal 842 69-1 x kaua 24525-11 x3 #1,11,4,20,701,64,136,200,
774,2020-03-05,8,salicaria,842 69-1,menziesii,849 122-3,sal 842 69-1 x menz 849 122-3,2,3,20,452,150,50,200,thrips?
775,2020-03-18,1,salicaria,842 69-1,menziesii,849 122-3,sal 842 69-1 x menz 849 122-3,10,3,20,551,197,3,200,
776,2020-07-15,1,salicaria,842 69-1,menziesii,849 122-3,sal 842 69-1 x menz 849 122-3,3,4,20,935,20,180,200,
777,2020-09-30,1,salicaria,842 69-1,menziesii,849 122-3,sal 842 69-1 x menz 849 122-3,17,2,20,961,162,38,200,
778,2020-10-15,1,salicaria,842 69-1,menziesii,849 122-3,sal 842 69-1 x menz 849 122-3,1,5,20,963,194,6,200,
779,2020-10-31,1,salicaria,842 69-1,menziesii,849 122-2,sal 842 69-1 x menz 849 122-3,18,5,20,965,172,28,200,
780,2020-02-01,2,salicaria,842 95-8,menziesii,849 442-2,sal 842 95-8 x menz 849 442-2,11,5,20,203,194,6,200,
781,2020-02-01,3,salicaria,842 95-8,menziesii,849 442-2,sal 842 95-8 x menz 849 442-2,6,3,20,204,195,5,200,
782,2020-01-30,2,salicaria,842 95-8,menziesii,950 442-2,sal 842 95-8 x menz 950 442-2,7,3,,186,,,,missing JP total was 0
783,2020-01-30,3,salicaria,842 95-8,menziesii,950 442-2,sal 842 95-8 x menz 950 442-2,8,6,20,187,194,6,200,
784,2020-01-30,4,salicaria,842 95-8,menziesii,950 442-2,sal 842 95-8 x menz 950 442-2,3,4,20,188,199,1,200,
785,2020-01-31,1,salicaria,842 95-8,menziesii,950 442-2,sal 842 95-8 x menz 950 442-2,15,4,20,191,195,5,200,
786,2020-03-23,6,sarmentosa,896 122-2,lydgatei,6682 223-1,sarm 896 122-2 x lydg 6682 223-1,8,6,20,581,195,5,200,
787,2020-03-23,7,sarmentosa,896 122-2,lydgatei,6682 223-1,sarm 896 122-2 x lydg 6682 223-1,4,8,20,582,190,10,200,
788,2020-01-27,1,sarmentosa,896 122-2,lydgatei,6683 223-1,sarm 896 122-2 x lydg 6682 223-1,20,5,20,921,167,33,200,Fion
789,2020-02-13,1,sarmentosa ,896 122-2,lydgatei,6682 223-1,sarm 896 122-2 x lydg 6682 223-1 ,2,6,20,316,198,2,200,
790,2020-02-13,2,sarmentosa ,896 122-2,lydgatei,6682 223-1,sarm 896 122-2 x lydg 6682 223-1 ,1,4,20,317,186,14,200,
791,2020-03-25,2,sarmentosa,896 12-3,lydgatei,204-1,sarm 896 12-3 x lydg 204-1,12,7,20,597,158,42,200,
792,2020-03-25,3,sarmentosa,896 12-3,lydgatei,204-1,sarm 896 12-3 x lydg 204-1,3,5,20,598,175,25,200,
793,2020-03-25,4,sarmentosa,896 12-3,lydgatei,204-1,sarm 896 12-3 x lydg 204-1,1,5,20,599,193,7,200,
794,2020-03-25,5,sarmentosa,896 12-3,lydgatei,204-1,sarm 896 12-3 x lydg 204-1,4,6,20,600,176,24,200,
795,2019-12-17,10,sarmentosa ,896 12-3,lydgatei,204-1,sarm 896 12-3 x lydg 204-1 ,20,3,20,122,175,25,200,
796,2020-03-20,5,sarmentosa,896 12-3,lydgatei,6682 212-1,sarm 896 12-3 x lydg 6682 212-1,1,7,20,573,181,19,200,
797,2020-03-20,6,sarmentosa,896 12-3,lydgatei,6682 212-1,sarm 896 12-3 x lydg 6682 212-1,3,9,20,574,158,42,200,
798,2020-02-11,11,sarmentosa ,896 12-3,lydgatei,6682 212-1,sarm 896 12-3 x lydg 6682 212-1 ,15,8,20,296,196,4,200,
799,2020-02-11,12,sarmentosa ,896 12-3,lydgatei,6682 212-1,sarm 896 12-3 x lydg 6682 212-1 ,6,4,20,297,196,4,200,
800,2020-01-24,2,sarmentosa,896 12-3,lydgatei,6682 212-1,sarm 896 12-3 x lydg 6682 212-1 ,14,4,20,920,198,2,200,Fion
801,2020-02-21,3,sarmentosa,896 123-16,lydgatei,6682 204-1,sarm 896 123-16 x lydg 6682 204-1,10,4,20,927,190,10,200,Fion
802,2020-07-21,1,sarmentosa,896 123-16,lydgatei,6682 204-1,sarm 896 123-16 x lydg 6682 204-1,6,11,20,945,145,55,200,
803,2020-07-21,2,sarmentosa,896 123-16,lydgatei,6682 204-1,sarm 896 123-16 x lydg 6682 204-1,2,4,20,946,156,44,200,
804,2020-07-21,3,sarmentosa,896 123-16,lydgatei,6682 204-1,sarm 896 123-16 x lydg 6682 204-1,11,6,20,947,115,85,200,
805,2020-02-10,3,sarmentosa ,896 123-16,lydgatei,6682 204-1,sarm 896 123-16 x lydg 6682 204-1 ,6,5,20,282,196,4,200,
806,2020-02-10,4,sarmentosa ,896 123-16,lydgatei,6682 204-1,sarm 896 123-16 x lydg 6682 204-1 ,11,5,20,283,197,3,200,
807,2019-10-22,1,sarmentosa ,896 123-16,lydgatei,6682 229-2,sarm 896 123-16 x lydg 6682 229-2,17,5,20,48,157,43,200,
808,2019-10-22,2,sarmentosa ,896 123-16,lydgatei,6682 229-2,sarm 896 123-16 x lydg 6682 229-2,1,6,20,49,183,17,200,
809,2019-11-22,5,sarmentosa ,896 123-16,lydgatei,6682-229-2,sarm 896 123-16 x lydg 6682 229-2,19,8,20,67,194,6,200,
810,2019-11-22,6,sarmentosa ,896 123-16,lydgatei,6682-229-2,sarm 896 123-16 x lydg 6682 229-2,2,8,20,68,192,8,200,
811,2019-12-05,1,sarmentosa ,896 123-16,lydgatei,6682 229-2,sarm 896 123-16 x lydg 6682 229-2 ,18,5,20,91,184,16,200,
