line	date_planted	code	type	momsp	momid	dadsp1	dadid1	dadsp2	dadid2	plate	planted	germinated	date_scored	germinated_n1	transplanted_n	germinated_ndate1	germinated_ndate2	germinated_ndate3	germinated_ndate4	germinated_ndate5	germinated_ndate6	notes
653	2018-01-01	KK2	intra	kaua	7x8Prog2	kaua	7x8Prog2			2	10	0	2018-02-12									
654	2018-01-01	KK3	intra	kaua	7x8Prog2	kaua	7x8Prog2			1	10	5	2018-02-12									
655	2018-01-01	KK3	intra	kaua	7x8Prog2	kaua	7x8Prog2			2	10	5	2018-02-12									
656	2018-01-01	KK4	intra	kaua	1a	kaua	1			1	10	2	2018-02-12									
657	2018-01-01	KK4	intra	kaua	1a	kaua	1			2	10	4	2018-02-12									
658	2018-01-01	KK5	intra	kaua	1a	kaua	6a			1	10	1	2018-02-12									
659	2018-01-01	KK5	intra	kaua	1a	kaua	6a			2	10	2	2018-02-12									
660	2018-01-01	KK6	intra	kaua	3a	kaua	5a			1	10	3	2018-02-12									
661	2018-01-01	KK6	intra	kaua	3a	kaua	5a			2	10	2	2018-02-12									
662	2018-01-01	KK7	intra	kaua	5a	kaua	1a			1	10	0	2018-02-12									
663	2018-01-01	KK7	intra	kaua	5a	kaua	1a			2	10	0	2018-02-12									
664	2018-01-01	KK7	intra	kaua	24525-1	kaua	6a			1	10	1	2018-02-12									
665	2018-01-01	KK7	intra	kaua	24525-1	kaua	6a			2	10	2	2018-02-12									
666	2018-01-01	KK8	intra	kaua	24525-11	kaua	3			1	10	2	2018-02-12									
667	2018-01-01	KK8	intra	kaua	24525-11	kaua	3			2	10	4	2018-02-12									
668	2021-10-21	KM9	mixed	kaua	525-1x6a#2	kaua	1ax525-1#7	memb	864Cross6	1	20	5	2021-12-04									
669	2021-10-21	KM9	mixed	kaua	525-1x6a#2	kaua	1ax525-1#7	memb	864Cross6	2	20	2	2021-12-04									
670	2021-10-21	KM9	mixed	kaua	525-1x6a#2	kaua	1ax525-1#7	memb	864Cross6	3	20	4	2021-12-04									
671	2021-10-21	KM9	mixed	kaua	525-1x6a#2	kaua	1ax525-1#7	memb	864Cross6	4	20	3	2021-12-04									
672	2021-10-21	KM9	mixed	kaua	525-1x6a#2	kaua	1ax525-1#7	memb	864Cross6	5	20	11	2021-12-04									
673	2021-10-21	MK4	mixed	memb	864#2	memb	8645x9c-7	kaua	1a234-1#7	1	20	3	2021-11-04									
674	2021-10-21	MK4	mixed	memb	864#2	memb	8645x9c-7	kaua	1a234-1#7	2	20	5	2021-11-04									
675	2021-10-21	MK4	mixed	memb	864#2	memb	8645x9c-7	kaua	1a234-1#7	3	20	7	2021-11-04									
676	2021-10-21	MK4	mixed	memb	864#2	memb	8645x9c-7	kaua	1a234-1#7	4	20	6	2021-11-04									
677	2021-10-21	MK4	mixed	memb	864#2	memb	8645x9c-7	kaua	1a234-1#7	5	20	8	2021-11-04									
678	2021-10-21	MK4	mixed	memb	864#2	memb	8645x9c-7	kaua	1a234-1#7	6	20	4	2021-11-04									
679	2021-10-21	MK4	mixed	memb	864#2	memb	8645x9c-7	kaua	1a234-1#7	7	20	5	2021-11-04									
680	2021-10-21	MK4	mixed	memb	864#2	memb	8645x9c-7	kaua	1a234-1#7	8	20	1	2021-11-04									
681	2021-10-21	MK4	mixed	memb	864#2	memb	8645x9c-7	kaua	1a234-1#7	9	20	7	2021-11-04									
682	2021-10-21	MK4	mixed	memb	864#2	memb	8645x9c-7	kaua	1a234-1#7	10	20	6	2021-11-04									
683	2021-10-23	Menz1	intra	menz	84993C	menz	84957-39			1	20	13	2021-11-11									
684	2021-10-23	Menz1	intra	menz	84993C	menz	84957-39			2	20	4	2021-11-11									
685	2021-10-23	Menz1	intra	menz	84993C	menz	84957-39			3	20	6	2021-11-11									
686	2021-10-23	Menz1	intra	menz	84993C	menz	84957-39			4	20	13	2021-11-11									
687	2021-10-23	Menz1	intra	menz	84993C	menz	84957-39			5	20	12	2021-11-11									
688	2021-10-23	Menz1	intra	menz	84993C	menz	84957-39			6	20	11	2021-11-11									
689	2021-10-23	Menz1	intra	menz	84993C	menz	84957-39			7	20	4	2021-11-11									
690	2021-10-23	Menz1	intra	menz	84993C	menz	84957-39			8	20	2	2021-11-11									
691	2021-10-23	Menz4	intra	menz	950406-2	menz	84961A			1	20	17	2021-11-10									
692	2021-10-23	Menz4	intra	menz	950406-2	menz	84961A			2	20	17	2021-11-10									
693	2021-10-23	Menz4	intra	menz	950406-2	menz	84961A			3	20	15	2021-11-10									
694	2021-10-23	Menz4	intra	menz	950406-2	menz	84961A			4	20	19	2021-11-10									
695	2021-10-23	Menz4	intra	menz	950406-2	menz	84961A			5	20	15	2021-11-10									
696	2021-10-23	Menz4	intra	menz	950406-2	menz	84961A			6	20	11	2021-11-10									
697	2021-10-23	Menz4	intra	menz	950406-2	menz	84961A			7	20	13	2021-11-10									
698	2021-10-23	Menz4	intra	menz	950406-2	menz	84961A			8	20	15	2021-11-10									
699	2021-10-23	Menz4	intra	menz	950406-2	menz	84961A			9	20	17	2021-11-10									
700	2021-10-23	Menz4	intra	menz	950406-2	menz	84961A			10	20	16	2021-11-10									
701	2021-10-23	Menz5	intra	menz	950429-1	menz	95077-5			1	20	18	2021-11-09									
702	2021-10-23	Menz5	intra	menz	950429-1	menz	95077-5			2	20	16	2021-11-09									
703	2021-10-23	Menz5	intra	menz	950429-1	menz	95077-5			3	20	16	2021-11-09									
704	2021-10-23	Menz5	intra	menz	950429-1	menz	95077-5			4	20	13	2021-11-09									
705	2021-10-23	Menz5	intra	menz	950429-1	menz	95077-5			5	20	17	2021-11-09									
706	2021-10-23	Menz5	intra	menz	950429-1	menz	95077-5			6	20	19	2021-11-09									
707	2021-10-23	Menz5	intra	menz	950429-1	menz	95077-5			7	20	12	2021-11-09									
708	2021-10-23	Menz5	intra	menz	950429-1	menz	95077-5			8	20	13	2021-11-09									
709	2021-10-21	MK4	intra	menz	864#2	menz	5x9C-7			1	20		2021-11-04									JP: type said intra inv (test on seed inviability), removed germinated=0
710	2021-10-21	MK4	intra	menz	864#2	menz	5x9C-7			2	20		2021-11-04									JP: type said intra inv (test on seed inviability), removed germinated=0
711	2021-10-21	MK4	intra	menz	864#2	menz	5x9C-7			3	20		2021-11-04									JP: type said intra inv (test on seed inviability), removed germinated=0
712	2021-10-21	Sal 4	intra	menz	84251-20	menz	84251-20			1	20		2021-11-05									JP: type said intra inv (test on seed inviability), removed germinated=0
713	2021-10-23	Menz1	intra	menz	84993C	menz	84957-39			1	20		2021-11-11									JP: type said intra inv (test on seed inviability), removed germinated=0
714	2021-10-23	Menz5	intra	menz	950429-1	menz	95077-5			1	10		2021-11-09									JP: type said intra inv (test on seed inviability), removed germinated=0
	2019-10-23	MS9	mixed	menz	849122-3	menz	84961A	sal	842139-56	1	21	11	2019-11-07									
	2019-10-23	MS9	mixed	menz	849122-3	menz	84961A	sal	842139-56	2	21	14	2019-11-07									
	2019-10-23	MS9	mixed	menz	849122-3	menz	84961A	sal	842139-56	3	20	8	2019-11-07									
	2019-10-23	MS9	mixed	menz	849122-3	menz	84961A	sal	842139-56	4	20	5	2019-11-07									
	2019-10-23	MS9	mixed	menz	849122-3	menz	84961A	sal	842139-56	6	20	5	2019-11-07									
	2019-10-23	MS9	mixed	menz	849122-3	menz	84961A	sal	842139-56	7	20	10	2019-11-07									
	2019-10-23	MS9	mixed	menz	849122-3	menz	84961A	sal	842139-56	8	20	2	2019-11-07									
	2019-10-23	MS9	mixed	menz	849122-3	menz	84961A	sal	842139-56	9	20	1	2019-11-07									
	2019-10-23	MS9	mixed	menz	849122-3	menz	84961A	sal	842139-56	10	20	2	2019-11-07									
	2019-12-05	MS17	mixed	menz	8494-17	menz	84961A	sal	842108-5	1	20	18	2021-01-10									
	2019-12-05	MS17	mixed	menz	8494-17	menz	84961A	sal	842108-5	2	20	17	2021-01-10									
	2019-12-05	MS17	mixed	menz	8494-17	menz	84961A	sal	842108-5	3	20	13	2021-01-10									
	2019-12-05	MS17	mixed	menz	8494-17	menz	84961A	sal	842108-5	4	20	15	2021-01-10									
	2019-12-05	MS17	mixed	menz	8494-17	menz	84961A	sal	842108-5	5	20	14	2021-01-10									
	2019-12-05	MS17	mixed	menz	8494-17	menz	84961A	sal	842108-5	6	21	14	2021-01-10									
	2019-12-03	MS 11	mixed	menz	8494-17	menz	849122-3	sal	842108-5	1	20	16	2020-02-18									
	2019-12-03	MS 11	mixed	menz	8494-17	menz	849122-3	sal	842108-5	2	20	13	2020-02-19									
	2019-12-03	MS 11	mixed	menz	8494-17	menz	849122-3	sal	842108-5	3	20	18	2020-02-20									
	2019-12-03	MS 11	mixed	menz	8494-17	menz	849122-3	sal	842108-5	4	20	13	2020-02-21									
	2019-12-03	MS 11	mixed	menz	8494-17	menz	849122-3	sal	842108-5	5	20	20	2020-02-22									
	2019-12-03	MS 11	mixed	menz	8494-17	menz	849122-3	sal	842108-5	6	20	14	2020-02-23									
	2019-12-03	MS 11	mixed	menz	8494-17	menz	849122-3	sal	842108-5	7	20	14	2020-02-24									
	2019-12-03	MS 11	mixed	menz	8494-17	menz	849122-3	sal	842108-5	8	20	17	2020-02-25									
	2019-12-03	MS 11	mixed	menz	8494-17	menz	849122-3	sal	842108-5	9	20	14	2020-02-26									
	2019-12-03	MS 11	mixed	menz	8494-17	menz	849122-3	sal	842108-5	10	20	9	2020-02-27									
	2019-12-05	MS4	mixed	menz	84957-39	menz	950427-30	sal	842201-46	1	20	16	2019-12-22									
	2019-12-05	MS4	mixed	menz	84957-39	menz	950427-30	sal	842201-46	2	20	14	2019-12-22									
	2019-12-05	MS4	mixed	menz	84957-39	menz	950427-30	sal	842201-46	3	20	14	2019-12-22									
	2019-12-05	MS4	mixed	menz	84957-39	menz	950427-30	sal	842201-46	4	20	19	2019-12-22									
	2019-12-05	MS4	mixed	menz	84957-39	menz	950427-30	sal	842201-46	5	20	16	2019-12-22									
	2019-12-05	MS4	mixed	menz	84957-39	menz	950427-30	sal	842201-46	6	20	16	2019-12-22									
	2019-12-05	MS4	mixed	menz	84957-39	menz	950427-30	sal	842201-46	7	20	13	2019-12-22									
	2019-12-05	MS4	mixed	menz	84957-39	menz	950427-30	sal	842201-46	8	11	7	2019-12-22									
	2019-12-03	MS14	mixed	menz	84989E	menz	849122-3	sal	842108-5	1	20	8	2020-07-13									
	2019-12-03	MS14	mixed	menz	84989E	menz	849122-3	sal	842108-5	2	20	12	2020-07-13									
	2019-12-03	MS14	mixed	menz	84989E	menz	849122-3	sal	842108-5	3	20	9	2020-07-13									
	2019-12-03	MS14	mixed	menz	84989E	menz	849122-3	sal	842108-5	4	20	15	2020-07-13									
	2019-12-03	MS14	mixed	menz	84989E	menz	849122-3	sal	842108-5	5	20	10	2020-07-13									
	2019-12-03	MS14	mixed	menz	84989E	menz	849122-3	sal	842108-5	6	20	11	2020-07-13									
	2019-12-03	MS14	mixed	menz	84989E	menz	849122-3	sal	842108-5	7	20	9	2020-07-13									
	2019-12-03	MS14	mixed	menz	84989E	menz	849122-3	sal	842108-5	8	5	1	2020-07-13									
	2019-12-03	MS15	mixed	menz	84989E	menz	849122-3	sal	842151-6	1	20	11	2020-07-31									
	2019-12-03	MS15	mixed	menz	84989E	menz	849122-3	sal	842151-6	2	20	11	2020-07-31									
	2019-12-03	MS15	mixed	menz	84989E	menz	849122-3	sal	842151-6	3	20	4	2020-07-31									
	2019-12-05	MS10	mixed	menz	84993C	menz	8494-17	sal	842162-21	1	20	16	2020-01-16									
	2019-12-05	MS10	mixed	menz	84993C	menz	8494-17	sal	842162-21	2	20	15	2020-01-16									
	2019-12-05	MS10	mixed	menz	84993C	menz	8494-17	sal	842162-21	3	20	13	2020-01-16									
	2019-12-05	MS10	mixed	menz	84993C	menz	8494-17	sal	842162-21	4	20	13	2020-01-16									
	2019-12-05	MS10	mixed	menz	84993C	menz	8494-17	sal	842162-21	5	20	17	2020-01-16									
	2019-12-05	MS10	mixed	menz	84993C	menz	8494-17	sal	842162-21	6	20	17	2020-01-16									
	2019-12-05	MS10	mixed	menz	84993C	menz	8494-17	sal	842162-21	7	20	11	2020-01-16									
	2019-12-05	MS10	mixed	menz	84993C	menz	8494-17	sal	842162-21	8	20	9	2020-01-16									
	2019-12-05	MS10	mixed	menz	84993C	menz	8494-17	sal	842162-21	9	20	10	2020-01-16									
	2019-12-05	MS10	mixed	menz	84993C	menz	8494-17	sal	842162-21	10	20	11	2020-01-16									
	2019-12-05	MS3	mixed	menz	84993C	menz	84989E	sal	842162-21	1	20	12	2019-12-22									
	2019-12-05	MS3	mixed	menz	84993C	menz	84989E	sal	842162-21	2	20	11	2019-12-22									
	2019-12-05	MS3	mixed	menz	84993C	menz	84989E	sal	842162-21	3	20	15	2019-12-22									
	2019-12-05	MS3	mixed	menz	84993C	menz	84989E	sal	842162-21	4	20	13	2019-12-22									
	2019-12-05	MS3	mixed	menz	84993C	menz	84989E	sal	842162-21	5	20	11	2019-12-22									
	2019-12-05	MS3	mixed	menz	84993C	menz	84989E	sal	842162-21	6	20	10	2019-12-22									
	2019-12-05	MS3	mixed	menz	84993C	menz	84989E	sal	842162-21	7	20	4	2019-12-22									
	2019-12-05	MS3	mixed	menz	84993C	menz	84989E	sal	842162-21	9	20	9	2019-12-22									
	2019-12-05	MS3	mixed	menz	84993C	menz	84989E	sal	842162-21	10	20	12	2019-12-22									
	2019-12-03	MS12	mixed	menz	950410-2	menz	850 89E	sal	842239	1	20	10	2020-07-31									
	2019-12-03	MS12	mixed	menz	950410-2	menz	851 89E	sal	842239	2	20	14	2020-07-31									
	2019-12-03	MS12	mixed	menz	950410-2	menz	852 89E	sal	842239	3	20	15	2020-07-31									
	2019-12-03	MS12	mixed	menz	950410-2	menz	853 89E	sal	842239	4	20	10	2020-07-31									
	2019-12-03	MS12	mixed	menz	950410-2	menz	854 89E	sal	842239	5	20	9	2020-07-31									
	2019-12-03	MS12	mixed	menz	950410-2	menz	855 89E	sal	842239	6	20	9	2020-07-31									
	2019-12-03	MS12	mixed	menz	950410-2	menz	856 89E	sal	842239	7	20	7	2020-07-31									
	2019-12-05	MS8	mixed	menz	950429-1	menz	84987-37	sal	84222-3	1	20	20	2020-12-10									
	2019-12-05	MS8	mixed	menz	950429-1	menz	84987-37	sal	84222-3	2	20	20	2020-12-10									
	2019-12-05	MS8	mixed	menz	950429-1	menz	84987-37	sal	84222-3	3	20	17	2020-12-10									
	2019-12-05	MS8	mixed	menz	950429-1	menz	84987-37	sal	84222-3	4	20	20	2020-12-10									
	2019-12-05	MS8	mixed	menz	950429-1	menz	84987-37	sal	84222-3	5	20	19	2020-12-10									
	2019-12-05	MS8	mixed	menz	950429-1	menz	84987-37	sal	84222-3	6	20	18	2020-12-10									
	2019-12-05	MS8	mixed	menz	950429-1	menz	84987-37	sal	84222-3	7	20	17	2020-12-10									
	2019-12-05	MS8	mixed	menz	950429-1	menz	84987-37	sal	84222-3	8	20	20	2020-12-10									
	2019-12-05	MS8	mixed	menz	950429-1	menz	84987-37	sal	84222-3	9	20	19	2020-12-10									
	2019-12-05	MS8	mixed	menz	950429-1	menz	84987-37	sal	84222-3	10	20	19	2020-12-10									
	2019-12-03	SM7	mixed	sal	842143-3	sal	842201-46	menz	950-501	1	20	20	2019-01-05							16		
	2019-12-03	SM7	mixed	sal	842143-3	sal	842201-46	menz	950-501	2	20	19	2019-01-05							15		
	2019-12-03	SM7	mixed	sal	842143-3	sal	842201-46	menz	950-501	3	20	10	2019-01-05							13		
	2019-12-03	SM7	mixed	sal	842143-3	sal	842201-46	menz	950-501	4	20	20	2019-01-05							12		
	2019-12-03	SM5	mixed	sal	842143-3	sal	84222-3	menz	84957-39	1	20	20	2019-12-22							17		
	2019-12-03	SM5	mixed	sal	842143-3	sal	84222-3	menz	84957-39	2	20	20	2019-12-22							14		
	2019-12-03	SM5	mixed	sal	842143-3	sal	84222-3	menz	84957-39	3	20	19	2019-12-22							17		
	2019-12-03	SM5	mixed	sal	842143-3	sal	84222-3	menz	84957-39	4	20	18	2019-12-22							11		
	2019-12-03	SM5	mixed	sal	842143-3	sal	84222-3	menz	84957-39	5	20	19	2019-12-22							16		
	2019-12-03	SM5	mixed	sal	842143-3	sal	84222-3	menz	84957-39	6	20	20	2019-12-22							17		
	2019-12-05	SM1	mixed	sal	842167-23	sal	842139-56	menz	84989E	1	20	17	2019-12-21									
	2019-12-05	SM1	mixed	sal	842167-23	sal	842139-56	menz	84989E	2	20	18	2019-12-21									
	2019-12-05	SM1	mixed	sal	842167-23	sal	842139-56	menz	84989E	3	20	19	2019-12-21									
	2019-12-05	SM1	mixed	sal	842167-23	sal	842139-56	menz	84989E	4	20	19	2019-12-21									
	2019-12-05	SM1	mixed	sal	842167-23	sal	842139-56	menz	84989E	5	20	13	2019-12-21									
	2019-12-05	SM1	mixed	sal	842167-23	sal	842139-56	menz	84989E	6	20	18	2019-12-21									
	2019-12-05	SM1	mixed	sal	842167-23	sal	842139-56	menz	84989E	7	20	17	2019-12-21									
	2019-12-05	SM1	mixed	sal	842167-23	sal	842139-56	menz	84989E	8	20	11	2019-12-21									
	2019-12-05	SM1	mixed	sal	842167-23	sal	842139-56	menz	84989E	9	20	18	2019-12-21									
	2019-12-05	SM1	mixed	sal	842167-23	sal	842139-56	menz	84989E	10	20	19	2019-12-21									
	2019-12-05	SM16	mixed	sal	84222-3	sal	842201	menz	849122-3	1	20	17										
	2019-12-05	SM16	mixed	sal	84222-3	sal	842201	menz	849122-3	2	12	8										
	2019-11-20	SM23	mixed	sal	84237-15	sal	842162-21	menz	849-89E	1	20	17	2020-07-31									
	2019-11-20	SM23	mixed	sal	84237-15	sal	842162-21	menz	849-89E	2	20	7										
	2019-11-20	SM23	mixed	sal	84237-15	sal	842162-21	menz	849-89E	3	8	7										
	2019-12-05	SM18	mixed	sal	84280-19	sal	84286-38	menz	84957-39	1	21	20										
	2019-12-05	SM18	mixed	sal	84280-19	sal	84286-38	menz	84957-39	2	21	21										
	2019-12-05	SM18	mixed	sal	84280-19	sal	84286-38	menz	84957-39	3	21	19										
	2019-12-05	SM18	mixed	sal	84280-19	sal	84286-38	menz	84957-39	4	20	17										
	2019-12-05	SM18	mixed	sal	84280-19	sal	84286-38	menz	84957-39	5	20	17										
	2019-12-05	SM18	mixed	sal	84280-19	sal	84286-38	menz	84957-39	6	20	18										
	2019-12-05	SM18	mixed	sal	84280-19	sal	84286-38	menz	84957-39	7	20	18										
	2019-11-20	SM22	mixed	sal	842108-5	sal	842167-23	menz	950429-1	1	20	13	2019-12-10									
	2019-11-20	SM22	mixed	sal	842108-5	sal	842167-23	menz	950429-1	2	20	13	2019-12-10									
	2019-11-20	SM22	mixed	sal	842108-5	sal	842167-23	menz	950429-1	3	20	16	2019-12-10									
	2019-11-20	SM22	mixed	sal	842108-5	sal	842167-23	menz	950429-1	4	20	13	2019-12-10									
	2019-11-20	SM22	mixed	sal	842108-5	sal	842167-23	menz	950429-1	5	20	13	2019-12-10									
	2019-11-20	SM21	mixed	sal	842172-37	sal	84222-3	menz	950427-30	1	20	17	2019-12-11									
	2019-11-20	SM21	mixed	sal	842172-37	sal	84222-3	menz	950427-30	2	20	15	2019-12-11									
	2019-11-20	SM21	mixed	sal	842172-37	sal	84222-3	menz	950427-30	3	20	15	2019-12-11									
	2019-11-20	SM21	mixed	sal	842172-37	sal	84222-3	menz	950427-30	4	20	17	2019-12-11									
	2019-11-20	SM21	mixed	sal	842172-37	sal	84222-3	menz	950427-30	5	20	18	2019-12-11									
	2019-11-20	SM21	mixed	sal	842172-37	sal	84222-3	menz	950427-30	6	20	16	2019-12-11									
	2019-11-20	SM21	mixed	sal	842172-37	sal	84222-3	menz	950427-30	7	20	16	2019-12-11									
	2019-11-20	SM21	mixed	sal	842172-37	sal	84222-3	menz	950427-30	8	20	15	2019-12-11									
	2019-11-20	SM21	mixed	sal	842172-37	sal	84222-3	menz	950427-30	9	20	19	2019-12-11									
	2019-11-20	SM21	mixed	sal	842172-37	sal	84222-3	menz	950427-30	10	20	14	2019-12-11									
	2019-12-05	SM13	mixed	sal	842221-27	sal	84286-38	menz	950429-1	1	20	17	2019-01-13									
	2019-12-05	SM13	mixed	sal	842221-27	sal	84286-38	menz	950429-1	2	20	16	2019-01-13									
	2019-12-05	SM13	mixed	sal	842221-27	sal	84286-38	menz	950429-1	3	20	13	2019-01-13									
	2019-12-05	SM13	mixed	sal	842221-27	sal	84286-38	menz	950429-1	4	17	17	2019-01-13									
	2019-11-20	SM23	mixed	sal	84237-15	sal	842162-21	menz	849-89E	1	20	14	2019-12-10									
	2019-11-20	SM23	mixed	sal	84237-15	sal	842162-21	menz	849-89E	2	20	7	2019-12-10									
	2019-11-20	SM23	mixed	sal	84237-15	sal	842162-21	menz	849-89E	3	8	6	2019-12-10									
	2019-12-05	SM2	mixed	sal	84286-38	sal	84280-19	menz	8494-17	1	20	20	2019-12-21									
	2019-12-05	SM2	mixed	sal	84286-38	sal	84280-19	menz	8494-17	2	20	17	2019-12-21									
	2019-12-05	SM2	mixed	sal	84286-38	sal	84280-19	menz	8494-17	3	20	17	2019-12-21									
	2019-12-05	SM2	mixed	sal	84286-38	sal	84280-19	menz	8494-17	4	20	19	2019-12-21									
	2019-12-05	SM2	mixed	sal	84286-38	sal	84280-19	menz	8494-17	5	20	20	2019-12-21									
	2019-12-05	SM2	mixed	sal	84286-38	sal	84280-19	menz	8494-17	6	20	20	2019-12-21									
	2019-12-05	SM2	mixed	sal	84286-38	sal	84280-19	menz	8494-17	7	20	16	2019-12-21									
	2019-12-05	SM2	mixed	sal	84286-38	sal	84280-19	menz	8494-17	8	20	20	2019-12-21									
	2019-12-05	SM2	mixed	sal	84286-38	sal	84280-19	menz	8494-17	9	20	18	2019-12-21									
	2019-12-05	SM2	mixed	sal	84286-38	sal	84280-19	menz	8494-17	10	20	16	2019-12-21									
	2019-12-03	SM6	mixed	sal	842195-1	sal	842108-5	menz	849122-3	1	20	18	2020-01-02									
	2019-12-03	SM6	mixed	sal	842195-1	sal	842108-5	menz	849122-3	2	20	16	2020-01-02									
	2019-12-03	SM6	mixed	sal	842195-1	sal	842108-5	menz	849122-3	3	20	17	2020-01-02									
	2019-12-03	SM6	mixed	sal	842195-1	sal	842108-5	menz	849122-3	4	20	16	2020-01-02									
	2019-12-03	SM6	mixed	sal	842195-1	sal	842108-5	menz	849122-3	5	20	17	2020-01-02									
	2019-12-03	SM6	mixed	sal	842195-1	sal	842108-5	menz	849122-3	6	20	14	2020-01-02									
	2019-12-03	SM6	mixed	sal	842195-1	sal	842108-5	menz	849122-3	7	20	17	2020-01-02									
	2019-12-03	SM6	mixed	sal	842195-1	sal	842108-5	menz	849122-3	8	20	18	2020-01-02									
	2019-12-03	SM6	mixed	sal	842195-1	sal	842108-5	menz	849122-3	9	20	14	2020-01-02									
	2019-12-03	SM6	mixed	sal	842195-1	sal	842108-5	menz	849122-3	10	20	10	2020-01-02									
	2019-10-23	SM19	mixed	sal	842139-56	sal	842172-37	menz	849122-3	1	20	18	2019-11-07									
	2019-10-23	SM20	mixed	sal	842139-56	sal	842172-37	menz	849122-3	2	20	16	2019-11-07									
	2021-10-23	Lydg1	intra	lydg	6682204-1	lydg	6682212-1			1	20	5	2021-11-11									
	2021-10-23	Lydg1	intra	lydg	6682204-1	lydg	6682212-1			2	20	17	2021-11-11									
	2021-10-23	Lydg1	intra	lydg	6682204-1	lydg	6682212-1			3	20	11	2021-11-11									
	2021-10-23	Lydg1	intra	lydg	6682204-1	lydg	6682212-1			4	20	9	2021-11-11									
	2021-10-23	Lydg1	intra	lydg	6682204-1	lydg	6682212-1			5	20	13	2021-11-11									
	2021-10-23	Lydg1	intra	lydg	6682204-1	lydg	6682212-1			6	20	10	2021-11-11									
	2021-10-23	Lydg1	intra	lydg	6682204-1	lydg	6682212-1			7	20	15	2021-11-11									
	2021-10-23	Lydg1	intra	lydg	6682204-1	lydg	6682212-1			8	20	10	2021-11-11									
	2021-10-23	Lydg1	intra	lydg	6682204-1	lydg	6682212-1			9	20	7	2021-11-11									
	2021-10-23	Lydg1	intra	lydg	6682204-1	lydg	6682212-1			10	20	10	2021-11-11									
	2021-10-23	Lydg2	intra	lydg	6682217-1	lydg	6682209-2			1	20	18	2021-11-15									
	2021-10-23	Lydg2	intra	lydg	6682217-1	lydg	6682209-2			2	20	19	2021-11-15									
	2021-10-23	Lydg2	intra	lydg	6682217-1	lydg	6682209-2			3	20	20	2021-11-15									
	2021-10-23	Lydg2	intra	lydg	6682217-1	lydg	6682209-2			4	20	19	2021-11-15									
	2021-10-23	Lydg3	intra	lydg	6682 221-1	lydg	6682 234-1			1	20	19	2021-11-17									
	2021-10-23	Lydg3	intra	lydg	6682 221-1	lydg	6682 234-1			2	20	20	2021-11-17									
	2021-10-23	Lydg3	intra	lydg	6682 221-1	lydg	6682 234-1			3	20	20	2021-11-17									
	2021-10-23	Lydg3	intra	lydg	6682 221-1	lydg	6682 234-1			4	20	18	2021-11-17									
	2021-10-23	Lydg3	intra	lydg	6682 221-1	lydg	6682 234-1			5	20	17	2021-11-17									
	2021-10-23	Lydg3	intra	lydg	6682 221-1	lydg	6682 234-1			6	20	17	2021-11-17									
	2021-10-23	Lydg3	intra	lydg	6682 221-1	lydg	6682 234-1			7	20	19	2021-11-17									
	2021-10-23	Lydg3	intra	lydg	6682 221-1	lydg	6682 234-1			8	20	16	2021-11-17									
	2021-10-23	Lydg3	intra	lydg	6682 221-1	lydg	6682 234-1			9	20	16	2021-11-17									
	2021-10-23	Lydg3	intra	lydg	6682 221-1	lydg	6682 234-1			10	20	19	2021-11-17									
	2021-10-23	Lydg4	intra	lydg	6682233-2	lydg	6682223-1			1	20	15	2021-11-08									
	2021-10-23	Lydg4	intra	lydg	6682233-2	lydg	6682223-1			2	20	16	2021-11-08									
	2021-10-23	Lydg4	intra	lydg	6682233-2	lydg	6682223-1			3	20	16	2021-11-08									
	2021-10-23	Lydg4	intra	lydg	6682233-2	lydg	6682223-1			4	20	18	2021-11-08									
	2021-10-23	Lydg4	intra	lydg	6682233-2	lydg	6682223-1			5	20	14	2021-11-08									
	2021-10-23	Lydg4	intra	lydg	6682233-2	lydg	6682223-1			6	20	13	2021-11-08									
	2021-10-23	Lydg4	intra	lydg	6682233-2	lydg	6682223-1			7	20	17	2021-11-08									
	2021-10-23	Lydg4	intra	lydg	6682233-2	lydg	6682223-1			8	20	12	2021-11-08									
	2021-10-23	Lydg4	intra	lydg	6682233-2	lydg	6682223-1			9	20	18	2021-11-08									
	2021-10-23	Lydg4	intra	lydg	6682233-2	lydg	6682223-1			10	20	16	2021-11-08									
	2021-10-23	Lydg5	intra	lydg	6682235-2	lydg	6682229-2			1	20	10	2021-11-13									
	2021-10-23	Lydg5	intra	lydg	6682235-2	lydg	6682229-2			2	20	11	2021-11-13									
	2021-10-23	Lydg5	intra	lydg	6682235-2	lydg	6682229-2			3	20	13	2021-11-13									
	2021-10-23	Lydg5	intra	lydg	6682235-2	lydg	6682229-2			4	20	7	2021-11-13									
	2021-10-23	Lydg5	intra	lydg	6682235-2	lydg	6682229-2			5	20	9	2021-11-13									
	2021-10-23	Lydg5	intra	lydg	6682235-2	lydg	6682229-2			6	20	12	2021-11-13									
	2021-10-23	Lydg5	intra	lydg	6682235-2	lydg	6682229-2			7	20	4	2021-11-13									
	2021-10-23	Lydg5 inv	intra	lydg	6682235-2	lydg	6682229-2			1	20	0	2021-11-13									
	2021-10-23	Sperg1	intra	sperg	120296-9	sperg	120289-12			1	20	19	2021-11-17									
	2021-10-23	Sperg1	intra	sperg	120296-9	sperg	120289-12			2	20	16	2021-11-17									
	2021-10-23	Sperg1	intra	sperg	120296-9	sperg	120289-12			3	20	16	2021-11-17									
